sid,underlying_sid,root,symbol,name,mktdata_type,asset_class,instrument_type,mult,tick_size,start_date,end_date,auto_close_date,exchange_name,calendar_name,ccy,ccy_pair,base_ccy,quote_ccy,expiry_date,notice_date
350,197,NHPC,NHPC-I,NHPC FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
351,-1,,UNIONBANK,UNIONBANK,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
352,-1,,SIEMENS,SIEMENS,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
353,-1,,RECLTD,RECLTD,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
354,221,INDUSINDBK,INDUSINDBK-I,INDUSINDBK FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
355,-1,,RPOWER,RPOWER,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
356,-1,,WOCKPHARMA,WOCKPHARMA,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
357,358,CGPOWER,CGPOWER-I,CGPOWER FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
358,-1,,CGPOWER,CGPOWER,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
359,386,PEL,PEL-I,PEL FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
360,382,INDIANB,INDIANB-I,INDIANB FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
361,-1,,SUZLON,SUZLON,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
362,-1,,CAPF,CAPF,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
363,-1,,UJJIVAN,UJJIVAN,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
364,368,DALMIABHA,DALMIABHA-I,DALMIABHA FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
365,-1,,EQUITAS,EQUITAS,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
366,375,ESCORTS,ESCORTS-I,ESCORTS FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
367,361,SUZLON,SUZLON-I,SUZLON FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
368,-1,,DALMIABHA,DALMIABHA,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
369,365,EQUITAS,EQUITAS-I,EQUITAS FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
370,-1,,MFSL,MFSL,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
371,370,MFSL,MFSL-I,MFSL FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
372,-1,,INDIGO,INDIGO,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
373,-1,,RDEL,RDEL,0,0,0,1,0.01,1.49E+18,1.51E+18,1.51E+18,NSE,NSE,INR,,,,,
374,372,INDIGO,INDIGO-I,INDIGO FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
375,-1,,ESCORTS,ESCORTS,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
376,388,SHREECEM,SHREECEM-I,SHREECEM FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
377,373,RDEL,RDEL-I,RDEL FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.51E+18,1.51E+18,NSE,NSE,INR,,,,,
378,379,MUTHOOTFIN,MUTHOOTFIN-I,MUTHOOTFIN FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
379,-1,,MUTHOOTFIN,MUTHOOTFIN,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
380,363,UJJIVAN,UJJIVAN-I,UJJIVAN FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
381,-1,,PVR,PVR,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
382,-1,,INDIANB,INDIANB,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
383,362,CAPF,CAPF-I,CAPF FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
384,-1,,INFIBEAM,INFIBEAM,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
385,384,INFIBEAM,INFIBEAM-I,INFIBEAM FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
386,-1,,PEL,PEL,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
387,381,PVR,PVR-I,PVR FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
388,-1,,SHREECEM,SHREECEM,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
389,415,GODFRYPHLP,GODFRYPHLP-I,GODFRYPHLP FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
390,-1,,NBCC,NBCC,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
391,407,BALRAMCHIN,BALRAMCHIN-I,BALRAMCHIN FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
392,402,NESTLEIND,NESTLEIND-I,NESTLEIND FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
393,397,CHOLAFIN,CHOLAFIN-I,CHOLAFIN FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
394,390,NBCC,NBCC-I,NBCC FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
395,-1,,BAJAJFINSV,BAJAJFINSV,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
396,419,RAYMOND,RAYMOND-I,RAYMOND FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
397,-1,,CHOLAFIN,CHOLAFIN,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
398,418,MRPL,MRPL-I,MRPL FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
399,-1,,GSFC,GSFC,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
400,411,BERGEPAINT,BERGEPAINT-I,BERGEPAINT FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
401,408,BALKRISIND,BALKRISIND-I,BALKRISIND FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
402,-1,,NESTLEIND,NESTLEIND,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
403,399,GSFC,GSFC-I,GSFC FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
404,-1,,CANFINHOME,CANFINHOME,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
405,-1,,MGL,MGL,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
406,409,MCX,MCX-I,MCX FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
407,-1,,BALRAMCHIN,BALRAMCHIN,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
408,-1,,BALKRISIND,BALKRISIND,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
409,-1,,MCX,MCX,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
410,404,CANFINHOME,CANFINHOME-I,CANFINHOME FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
411,-1,,BERGEPAINT,BERGEPAINT,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
412,395,BAJAJFINSV,BAJAJFINSV-I,BAJAJFINSV FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
413,405,MGL,MGL-I,MGL FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
414,416,FORTIS,FORTIS-I,FORTIS FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.52E+18,1.52E+18,NSE,NSE,INR,,,,,
415,-1,,GODFRYPHLP,GODFRYPHLP,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
416,-1,,FORTIS,FORTIS,0,0,0,1,0.01,1.49E+18,1.52E+18,1.52E+18,NSE,NSE,INR,,,,,
417,420,VGUARD,VGUARD-I,VGUARD FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
418,-1,,MRPL,MRPL,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
419,-1,,RAYMOND,RAYMOND,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
420,-1,,VGUARD,VGUARD,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
421,425,HCC,HCC-I,HCC FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
422,-1,,RAMCOCEM,RAMCOCEM,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
423,427,KAJARIACER,KAJARIACER-I,KAJARIACER FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
424,-1,,NATIONALUM,NATIONALUM,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
425,-1,,HCC,HCC,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
426,428,RBLBANK,RBLBANK-I,RBLBANK FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
427,-1,,KAJARIACER,KAJARIACER,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
428,-1,,RBLBANK,RBLBANK,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
429,424,NATIONALUM,NATIONALUM-I,NATIONALUM FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
430,422,RAMCOCEM,RAMCOCEM-I,RAMCOCEM FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
431,438,MANAPPURAM,MANAPPURAM-I,MANAPPURAM FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
432,-1,,ICICIPRULI,ICICIPRULI,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
433,432,ICICIPRULI,ICICIPRULI-I,ICICIPRULI FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
434,436,CHENNPETRO,CHENNPETRO-I,CHENNPETRO FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
435,-1,,REPCOHOME,REPCOHOME,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
436,-1,,CHENNPETRO,CHENNPETRO,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
437,440,SREINFRA,SREINFRA-I,SREINFRA FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
438,-1,,MANAPPURAM,MANAPPURAM,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
439,435,REPCOHOME,REPCOHOME-I,REPCOHOME FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
440,-1,,SREINFRA,SREINFRA,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
441,-1,,RNAVAL,RNAVAL,0,0,0,1,0.01,1.51E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
442,441,RNAVAL,RNAVAL-I,RNAVAL FIRST FUTURES,0,0,1,1,0.01,1.51E+18,1.53E+18,1.53E+18,NSE,NSE,INR,,,,,
443,-1,,SPY,S&P500 ETF,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
444,-1,,A,AGILENT TECHNOLOGIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
445,-1,,AA,ALCOA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
446,-1,,AAPL,APPLE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
447,-1,,ABC,AMERISOURCEBERGEN CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
448,-1,,ABI,ABI,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
449,-1,,ABK,ABK,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
450,-1,,ABT,ABBOTT LABORATORIES,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
451,-1,,ACE,ACE,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
452,-1,,ACS,AFFILIATED COMPUTER SERVICES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
453,-1,,ADBE,ADOBE SYSTEMS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
454,-1,,ADCT,ADC TELECOMMUNICATIONS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
455,-1,,ADI,ANALOG DEVICES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
456,-1,,ADM,ARCHER DANIELS MIDLAND CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
457,-1,,ADP,AUTOMATIC DATA PROCESSING INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
458,-1,,ADSK,AUTODESK INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
459,-1,,AEE,AMEREN CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
460,-1,,AEP,AMERICAN ELECTRIC POWER CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
461,-1,,AES,AES CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
462,-1,,AET,AETNA INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
463,-1,,AFL,AFLAC INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
464,-1,,AGN,ALLERGAN PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
465,-1,,AIG,AMERICAN INTERNATIONAL GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
466,-1,,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
467,-1,,AIZ,ASSURANT INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
468,-1,,ALL,ALLSTATE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
469,-1,,ALTR,ALTAIR ENGINEERING INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
470,-1,,AMAT,APPLIED MATERIALS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
471,-1,,AMD,ADVANCED MICRO DEVICES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
472,-1,,AMGN,AMGEN INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
473,-1,,AMP,AMERIPRISE FINANCIAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
474,-1,,AMZN,AMAZON COM INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
475,-1,,AN,"AUTONATION, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
476,-1,,ANF,ABERCROMBIE & FITCH CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
477,-1,,AOC,AOC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
478,-1,,APA,APACHE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
479,-1,,APC,ANADARKO PETROLEUM CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
480,-1,,APD,AIR PRODUCTS & CHEMICALS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
481,-1,,APOL,APOLLO EDUCATION GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
482,-1,,ASD,ASD,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
483,-1,,ASH,ASHLAND GLOBAL HOLDINGS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
484,-1,,ASN,ARCHSTONE SMITH TRUST,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
485,-1,,AT,ATLANTIC POWER CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
486,-1,,ATI,ALLEGHENY TECHNOLOGIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
487,-1,,AV,AV,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
488,-1,,AVB,AVALONBAY COMMUNITIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
489,-1,,AVP,AVON PRODUCTS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
490,-1,,AVY,AVERY DENNISON CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
491,-1,,AW,"ALLIED WASTE INDUSTRIES, LLC",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
492,-1,,AXP,AMERICAN EXPRESS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
493,-1,,AYE,"ALLEGHENY ENERGY, INC",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
494,-1,,AZO,AUTOZONE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
495,-1,,BA,BOEING CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
496,-1,,BAC,BANK OF AMERICA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
497,-1,,BAX,BAXTER INTERNATIONAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
498,-1,,BBBY,BED BATH & BEYOND INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
499,-1,,BBT,BB&T CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
500,-1,,BBY,BEST BUY CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
501,-1,,BC,BRUNSWICK CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
502,-1,,BCR,BARD C R INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
503,-1,,BDK,BLACK & DECKER CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
504,-1,,BDX,BECTON DICKINSON & CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
505,-1,,BEN,FRANKLIN RESOURCES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
506,-1,,BF.B,BF.B,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
507,-1,,BHI,BAKER HUGHES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
508,-1,,BIG,BIG LOTS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
509,-1,,BIIB,BIOGEN INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
510,-1,,BJS,BJ SERVICES CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
511,-1,,BK,BANK OF NEW YORK MELLON CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
512,-1,,BLL,BALL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
513,-1,,BMC,BMC SOFTWARE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
514,-1,,BMET,BIOMET INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
515,-1,,BMS,BEMIS CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
516,-1,,BMY,BRISTOL MYERS SQUIBB CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
517,-1,,BNI,"BURLINGTON NORTHERN SANTA FE, LLC",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
518,-1,,BOL,BAUSCH & LOMB INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
519,-1,,BRCM,BROADCOM CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
520,-1,,BRL,BARR PHARMACEUTICALS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
521,-1,,BSC,BEAR STEARNS COMPANIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
522,-1,,BSX,BOSTON SCIENTIFIC CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
523,-1,,BTU,PEABODY ENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
524,-1,,BUD,ANHEUSER-BUSCH INBEV SA (Foreign),0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
525,-1,,BXP,BOSTON PROPERTIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
526,-1,,C,CITIGROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
527,-1,,CA,"CA, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
528,-1,,CAG,CONAGRA BRANDS INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
529,-1,,CAH,CARDINAL HEALTH INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
530,-1,,CAT,CATERPILLAR INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
531,-1,,CB,CHUBB LTD,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
532,-1,,CBE,COOPER INDUSTRIES PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
